car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,longitude,latitude,nearest_charger_distance_m,nearest_charger_idx,gap_category,index_right,area_name,priority_score,area_gap_rate,road_distance_m,nearest_charger_road_idx,road_path_coords
J57L,BLK 131 JURONG GATEWAY ROAD,17598.8143,35184.3604,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,9.99,N,103.7398580011142,1.334467592004372,36.941572208424326,697,Excellent,7,Zone 8,2.16,0.009375,,,
J58,BLK 132 JURONG GATEWAY ROAD,17576.3345,35155.1132,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.0,N,103.73965601749369,1.3342030833182397,0.002683148799568747,697,Excellent,7,Zone 8,11.71,0.009375,,,
J6,BLK 209/214 JURONG EAST STREET 21,17486.8128,35693.066,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.73885142891002,1.3390681000476938,0.0032090168998914355,1639,Excellent,7,Zone 8,0.28,0.009375,,,
J60L,BLK 505 JURONG WEST STREET 52,15152.11,36874.8285,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,103.71787227953133,1.3497546144769716,44.48269131554521,16,Excellent,7,Zone 8,2.55,0.009375,,,
J60M,505A JURONG WEST STREET 52,15155.3093,36830.6309,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,13,2.15,N,103.71790104604095,1.3493549092892696,0.005213526935969186,16,Excellent,7,Zone 8,18.85,0.009375,,,
J61,BLK 912/932 JURONG WEST STREET 92,11874.875,35804.875,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.68842490797103,1.3400767800039053,0.002389417881948585,1690,Excellent,7,Zone 8,0.28,0.009375,,,
J62,BLK 902/908 JURONG WEST STREET 91,11539.0898,35894.793,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.68540763961359,1.3408897822679104,0.004817531535247309,2672,Excellent,7,Zone 8,0.28,0.009375,,,
J62M,BLK 901 JURONG WEST STREET 91,11666.8136,35782.3574,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.68655537092322,1.3398730274812365,84.1916051688333,859,Excellent,7,Zone 8,11.71,0.009375,,,
J63,BLK 909/911 JURONG WEST STREET 91,11654.2969,35993.1406,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.68644278769764,1.341779262833754,0.004345586477556222,877,Excellent,7,Zone 8,0.28,0.009375,,,
J64,BLK 354 JURONG EAST AVENUE 1,16707.915,36290.7825,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,103.73185235993397,1.3444733458300624,0.006757047970094908,2713,Excellent,7,Zone 8,14.57,0.009375,,,
J65,BLK 933-953 JURONG WEST STREET 91,11971.8174,36102.7266,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.6892958327224,1.3427704872682331,0.003897432991340241,2321,Excellent,7,Zone 8,0.28,0.009375,,,
J66,BLK 959-961 JURONG WEST STREET 92,12175.81,35939.8984,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.69112890870011,1.3412980393930485,0.004477999497436845,1647,Excellent,7,Zone 8,0.28,0.009375,,,
J67,BLK 962-966 JURONG WEST STREET 91,12357.588,35978.1413,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.69276226807062,1.3416439885155313,72.83489383782582,631,Excellent,7,Zone 8,3.99,0.009375,66.1,631.0,"[(1.3419947, 103.693248), (1.3420562, 103.6932007), (1.342135, 103.6932942), (1.3420763, 103.6933471), (1.341842, 103.6935582)]"
J68M,BLK 962A JURONG WEST STREET 91,12264.1306,36023.6972,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,1.9,N,103.69192247618517,1.3420559299413903,0.004246577986595109,2480,Excellent,7,Zone 8,13.14,0.009375,,,
J69,BLK 974/980 JURONG WEST STREET 93,12455.3311,35761.7852,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.0,N,103.69364065669544,1.3396873972151606,0.0048167360741050505,892,Excellent,7,Zone 8,0.28,0.009375,,,
J69M,BLK 967 JURONG WEST 91 JURONG WEST STREET 93,12422.54,35944.981,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,2.15,N,103.69334591602542,1.3413441331084226,0.004082902127949762,631,Excellent,7,Zone 8,10.28,0.009375,,,
J7,BLK 215A/231 JURONG EAST STREET 21,17395.7576,35966.8282,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.73803314961131,1.3415438729036973,0.006274684098815213,1662,Excellent,7,Zone 8,0.28,0.009375,,,
J70,BLK 835/838 JURONG WEST STREET 81,12440.6748,36204.0469,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.69350873447114,1.3436870354700483,71.13211515178752,1744,Excellent,7,Zone 8,3.9,0.009375,358.4,2715.0,"[(1.3430405, 103.6925987), (1.3423918, 103.6931362), (1.3423565, 103.6935657), (1.3434144, 103.6949118), (1.3435933, 103.6948261)]"
J71,BLK 812/826 JURONG WEST STREET 81,12514.7743,36484.9714,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.69417441757965,1.3462276475605943,0.0056283176716713625,929,Excellent,7,Zone 8,0.28,0.009375,,,
J72,BLK 743/751 JURONG WEST STREET 73,12910.9012,36599.9072,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.69773379422574,1.3472672849626512,0.00178797490966826,2451,Excellent,7,Zone 8,0.28,0.009375,,,
J73,BLK 719/731 JURONG WEST STREET 72,12965.2227,36238.1133,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.69822208525447,1.3439953859260443,0.002262621959933595,1719,Excellent,7,Zone 8,0.28,0.009375,,,
J74,BLK 711/718 JURONG WEST STREET 71,12730.417,36090.9727,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,9.99,N,103.69611229344028,1.3426645840692522,0.0019123551001988715,856,Excellent,7,Zone 8,0.28,0.009375,,,
J74M,BLK 712B JURONG WEST ST 71 JURONG WEST STREET 71,12812.9485,36110.9309,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,5,2.15,N,103.69685387663026,1.3428451201999936,0.003428776026161649,1899,Excellent,7,Zone 8,7.42,0.009375,,,
J75M,BLK 841A JURONG WEST STREET 81,12397.1268,36260.1612,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,103.69311740148552,1.3441944891692927,0.0012134639664975442,1744,Excellent,7,Zone 8,14.57,0.009375,,,
J76M,BLK 832A JURONG WEST STREET 81,12558.9118,36274.9459,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,103.69457112635631,1.3443282799096905,0.0036785662640217726,2276,Excellent,7,Zone 8,16.0,0.009375,,,
J77M,BLK 750A JURONG WEST STREET 73,13002.919,36619.5998,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,103.69856061913052,1.3474454235068092,0.0033641370725211,2311,Excellent,7,Zone 8,14.57,0.009375,,,
J78M,BLK 702A JURONG WEST STREET 71,12620.3435,35969.4867,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,1.9,N,103.69512328117312,1.3415658549718328,0.005417422410044905,1605,Excellent,7,Zone 8,14.57,0.009375,,,
J79M,BLK 821A JURONG WEST STREET 81,12599.8443,36515.2018,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,103.6949388062981,1.3465010835318163,0.0019570879270814027,1725,Excellent,7,Zone 8,16.0,0.009375,,,
J8,BLK 232/240 JURONG EAST STREET 21,17789.8162,35843.6681,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.74157403903612,1.340430194313869,0.004378736907931132,923,Excellent,7,Zone 8,0.28,0.009375,,,
J8M,BLK 240C JURONG EAST AVENUE 1,17884.6894,35867.6356,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.74242652213022,1.3406469795967801,0.0033411518983309414,1610,Excellent,7,Zone 8,14.57,0.009375,,,
J80M,BLK 734A JURONG WEST STREET 73,13270.9893,36409.7045,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,2.0,N,103.70096949302297,1.3455473430034577,0.004835800516589314,2663,Excellent,7,Zone 8,16.0,0.009375,,,
MM7,BLK 76 CIRCUIT ROAD,34296.3215,34188.8298,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,8,2.15,N,103.88989442507676,1.3254655031145524,0.0028049070777336244,2431,Excellent,17,Zone 18,11.43,0.0,,,
J81M,BLK 760A JURONG WEST STREET 74,13182.8539,36856.8882,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,11,1.9,N,103.7001773248677,1.3495914590692857,0.005316107426323211,1715,Excellent,7,Zone 8,16.0,0.009375,,,
J82M,BLK 844A JURONG WEST STREET 81,12322.8738,36443.2248,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.6924501001389,1.3458500076506865,0.0008493661446887083,802,Excellent,7,Zone 8,14.57,0.009375,,,
J83M,BLK 865A JURONG WEST STREET 81,12613.8496,36926.4932,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.0,N,103.69506444233095,1.3502206530155672,0.007019769621937548,805,Excellent,7,Zone 8,11.71,0.009375,,,
J84M,BLK 854A JURONG WEST STREET 81,12771.2097,36650.4919,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.69647855749271,1.3477246830725291,0.005078670862083436,2662,Excellent,7,Zone 8,14.57,0.009375,,,
J85M,BLK 859A JURONG WEST STREET 81,12744.1045,36899.5648,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.0,N,103.69623487505113,1.3499771895467607,0.0030025774249213414,1713,Excellent,7,Zone 8,14.57,0.009375,,,
J86M,BLK 764A JURONG WEST STREET 74,13061.8605,36897.8976,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,2.0,N,103.69909010573144,1.3499622723359237,0.0031359228550250987,793,Excellent,7,Zone 8,11.71,0.009375,,,
J88M,BLK 692A JURONG WEST CENTRAL 1,13965.0447,35981.9547,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,103.70720618934254,1.3416792676491924,0.0037807782691242197,1564,Excellent,7,Zone 8,17.42,0.009375,,,
J89M,BLK 691A JURONG WEST CENTRAL 1,13819.7717,36058.9311,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.1,N,103.70590079148468,1.3423753450796354,0.005092328828250039,691,Excellent,7,Zone 8,14.57,0.009375,,,
J9,BLK 241/245 JURONG EAST STREET 24,17837.3306,36030.7859,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.74200092091955,1.342122435168998,0.0045421741267637206,911,Excellent,7,Zone 8,0.28,0.009375,,,
J90,BLK 274A TOH GUAN ROAD,18444.8766,35967.1503,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.74746010063687,1.3415471370568717,103.29452603048934,597,Good,7,Zone 8,22.68,0.009375,955.6,614.0,"[(1.3418913, 103.7488366), (1.3418437, 103.7489196), (1.3388068, 103.7476734), (1.3386613, 103.7476636), (1.3368443, 103.7476847), (1.336426, 103.7477343), (1.3363334, 103.7477463), (1.3363228, 103.7475742), (1.3364228, 103.7475635), (1.3367059, 103.7475404), (1.3383419, 103.7474845), (1.3386787, 103.7475068), (1.3388576, 103.7475325)]"
J91,BLK 287E JURONG EAST STREET 21,18071.4794,35523.767,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.74410505198509,1.337537219917197,0.0057699999777881305,1770,Excellent,7,Zone 8,17.42,0.009375,,,
J92,BLK 285E TOH GUAN ROAD,18377.6747,35526.0278,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.74685639183114,1.3375577648770798,0.004002700162031124,2714,Excellent,7,Zone 8,17.42,0.009375,,,
J93,BLK 286E TOH GUAN ROAD,18186.6838,35712.1634,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.74514016877296,1.3392410457426813,0.006147757228795148,1598,Excellent,7,Zone 8,17.42,0.009375,,,
J94,BLK 288F JURONG EAST STREET 21,17966.9948,35762.0649,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.7431661191949,1.3396922643624274,0.004493074842352561,634,Excellent,7,Zone 8,17.42,0.009375,,,
J95,BLK 282A TOH GUAN ROAD,18403.3359,35807.1678,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.74708688360819,1.3401003005523258,0.0018205233798768003,614,Excellent,7,Zone 8,17.42,0.009375,,,
J96,BLK 267A TOH GUAN ROAD,18166.4546,35964.0009,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.7449583160269,1.3415185653945183,0.004233163617911618,2269,Excellent,7,Zone 8,17.42,0.009375,,,
J97,BLK 273A TOH GUAN ROAD,18276.4189,36061.6102,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.74594637866014,1.342401343926066,0.005420720905781391,1905,Excellent,7,Zone 8,17.42,0.009375,,,
J98M,BLK 647A JURONG WEST STREET 61,12813.2745,35771.8721,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.69685697580175,1.3397788016970993,90.49237201850396,630,Excellent,7,Zone 8,19.17,0.009375,33.7,938.0,"[(1.3399161, 103.6978922), (1.3399645, 103.6979964), (1.3398932, 103.6980331), (1.3398484, 103.6979348)]"
J99M,BLK 640A JURONG WEST STREET 61,12722.6845,35766.8461,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.69604297580892,1.3397333027042437,0.002701935498685782,630,Excellent,7,Zone 8,14.57,0.009375,,,
KAB,BLK 334 KRETA AYER BASEMENT CAR PARK,29009.336,29350.1611,BASEMENT CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.1,Y,103.84238785277829,1.2817069215968375,0.005763790885032975,352,Excellent,16,Zone 17,1.43,0.0,,,
KAM,BLK 335 KRETA AYER MSCP,29110.783,29377.6082,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,2,1.9,N,103.84329939417108,1.281955140134137,0.004501628626870609,1603,Excellent,16,Zone 17,2.86,0.0,,,
KAML,BLK 335 KRETA AYER (LUB),29106.1357,29419.0762,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,1.9,N,103.84325763782782,1.2823301623409766,41.88920562557362,1603,Excellent,16,Zone 17,2.13,0.0,,,
KAS,BLK 333 KRETA AYER CAR PARK,29052.1921,29224.6796,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.84277292721771,1.2805721095242588,124.58623221007515,502,Good,16,Zone 17,6.34,0.0,902.9,502.0,"[(1.2799664, 103.8431213), (1.2794164, 103.8433026), (1.2794109, 103.8438469), (1.2804057, 103.8440389), (1.2803997, 103.8441945), (1.2797682, 103.8447494), (1.2801045, 103.845241), (1.2802525, 103.8454674), (1.2807796, 103.8459377), (1.2815006, 103.8454968), (1.2817124, 103.8450121), (1.2814909, 103.8448819), (1.2813763, 103.8447764), (1.2807532, 103.8442597), (1.2811542, 103.8436001)]"
KBM,BLK 65A KALLANG BAHRU,31984.8599,33610.8985,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.86912462402007,1.320239287540183,0.0030035925039716546,684,Excellent,17,Zone 18,17.14,0.0,,,
KBRM,BLK 20 LORONG 3 GEYLANG,32562.6638,32889.7832,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,6,2.1,N,103.87431638611503,1.3137176964812285,0.0015899531800217309,1734,Excellent,16,Zone 17,8.57,0.0,,,
KB1,BLK 61-62/68 GEYLANG BAHRU ROAD,31959.8887,33979.5898,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.86890029223365,1.3235736038960781,0.0009644601660494279,427,Excellent,17,Zone 18,0.0,0.0,,,
KB10,BLK 30 BENDEMEER ROAD,31369.1973,33463.1641,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.86359255881777,1.3189033039657925,0.004592374393203743,2408,Excellent,16,Zone 17,0.0,0.0,,,
KB11,BLK 34 WHAMPOA WEST,31383.6001,33648.8612,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.86372199579309,1.3205826810878327,0.0021505606769262847,1917,Excellent,17,Zone 18,0.0,0.0,,,
KB12,BLK 22/24 SERANGOON ROAD,31145.9587,33485.5967,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.86158664703414,1.3191062001768321,0.005220827439008936,425,Excellent,16,Zone 17,0.0,0.0,,,
KB14,BLK 66/71 KALLANG BAHRU,32089.1664,33646.109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.87006187688013,1.3205577050364674,0.0026264913972615157,1611,Excellent,17,Zone 18,0.0,0.0,,,
KB17,BLK 23 BENDEMEER ROAD,31293.2559,33326.1406,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.86291017151454,1.317664120262257,0.003880208903748921,491,Excellent,16,Zone 17,0.0,0.0,,,
KB18,BLK 45-48 BENDEMEER ROAD,31607.4592,33883.3513,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,4.5,N,103.86573351416854,1.322703300743554,0.0015748715471836556,2398,Excellent,17,Zone 18,0.0,0.0,,,
KB20,BLK 49A WHAMPOA SOUTH,31686.3712,33999.0332,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.0,N,103.86644259415267,1.3237494773420038,0.0025974379787818505,1577,Excellent,17,Zone 18,17.14,0.0,,,
KB3,BLK 64/65/67 KALLANG BAHRU,32043.8984,33676.0,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.86965512421517,1.3208280346346724,0.004690895884327765,1774,Excellent,17,Zone 18,0.0,0.0,,,
KB4,BLK 72/93/97 GEYLANG BAHRU,32158.2889,33930.5369,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.87068301702206,1.3231299605395128,0.004770263679798094,1621,Excellent,17,Zone 18,0.0,0.0,,,
KB7,BLK 69 GEYLANG BAHRU,32135.5156,33759.7891,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.87047836388102,1.3215857812299312,0.004518253506509855,2649,Excellent,17,Zone 18,0.0,0.0,,,
KEM1,BLK 671 KLANG LANE,30136.2998,32358.8836,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,10,2.15,N,103.85251426170889,1.3089166922000135,0.004337598998637484,662,Excellent,16,Zone 17,14.29,0.0,,,
KE1,BLK 101/121 BEDOK RESERVOIR ROAD,36412.1149,34662.9517,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.90890609088383,1.3297527796247852,0.0024776975911275758,1331,Excellent,17,Zone 18,0.0,0.0,,,
KE2,BLK 122/126 BEDOK RESERVOIR ROAD,36579.9508,34967.3109,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.91041427397191,1.3325052469829435,0.005961907490940389,496,Excellent,17,Zone 18,0.0,0.0,,,
KE3,"BLK 127/135, 141/151 BEDOK RESERVOIR ROAD",36751.9219,35122.572,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.91195957483161,1.3339093228742855,0.003775111138705915,536,Excellent,17,Zone 18,0.0,0.0,,,
KE3M,BLK 145A BEDOK RESERVOIR ROAD,36690.7665,35134.9344,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,4,2.15,N,103.91141006264911,1.334021141539843,0.006200765722680349,2642,Excellent,17,Zone 18,5.71,0.0,,,
KE4,BLK 136/140 BEDOK RESERVOIR ROAD,36895.1004,35095.7928,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.9132461064393,1.3336670998148838,0.000715058453346636,1186,Excellent,17,Zone 18,0.0,0.0,,,
KJML,BLK 14A FARRER PARK ROAD,30035.265,32724.2432,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.85160643935168,1.3122208822000432,77.50798872666275,2614,Excellent,16,Zone 17,3.94,0.0,298.6,1622.0,"[(1.3126092, 103.8517495), (1.3128704, 103.8519979), (1.3139217, 103.8510619), (1.3133885, 103.8503162)]"
KJM1,BLK 37A CAMBRIDGE ROAD,29722.4759,33152.4737,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.8487958988528,1.3160936666077387,223.84211033790464,2484,Good,16,Zone 17,28.53,0.0,227.6,2647.0,"[(1.317102, 103.8489725), (1.3168916, 103.8501443), (1.3163833, 103.8505647)]"
KJM2,BLK 14A FARRER PARK ROAD,30084.3192,32664.3631,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,12,2.15,N,103.85204721150214,1.3116793444533814,0.005096824961794646,2614,Excellent,16,Zone 17,17.14,0.0,,,
KJ1,BLK 9/10 GLOUCESTER ROAD,30083.6504,32880.4805,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.85204121653094,1.3136338338943614,0.004185891501038215,432,Excellent,16,Zone 17,0.0,0.0,,,
KJ2,BLK 49/50 DORSET ROAD,29932.1543,32838.1094,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.85067994596449,1.313250654520725,0.007177416751325706,1622,Excellent,16,Zone 17,0.0,0.0,,,
KJ3,BLK 48/48A DURHAM ROAD,29848.7578,32968.1406,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84993059473938,1.314426615866617,0.0018554725655674008,2484,Excellent,16,Zone 17,0.0,0.0,,,
KJ4,BLK 51/54 KENT ROAD,30020.0977,33207.0158,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8514701851811,1.3165869079469978,0.0018664986239962692,2647,Excellent,16,Zone 17,0.0,0.0,,,
KLM,BLK 31 KELANTAN LANE MSCP,30613.3563,32065.8984,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,7,1.8,N,103.85680081928446,1.3062670008791772,0.002142798069411379,21,Excellent,16,Zone 17,10.0,0.0,,,
KM1,BLK 56A CASSIA CRESCENT,33634.3718,32491.1189,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.0,N,103.88394614159586,1.310112141012881,0.006484026283166086,2356,Excellent,16,Zone 17,17.14,0.0,,,
KM2,BLK 93A JALAN DUA,34056.2683,32342.8113,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,9,2.0,N,103.88773705617997,1.3087708200412964,0.005348596928629077,1086,Excellent,16,Zone 17,12.86,0.0,,,
KM3,BLK 11A PINE CLOSE,33521.1099,32314.8185,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.88292839743592,1.3085177634477092,2.52420765166325,632,Excellent,16,Zone 17,17.27,0.0,,,
KM4,BLK 49A JALAN TIGA,33792.0373,32312.0363,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,14,2.15,N,103.88536280878121,1.308492552601754,0.005350733605095865,645,Excellent,16,Zone 17,20.0,0.0,,,
KM5,BLK 37 PINE LANE,33812.7654,32478.3858,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,4,2.15,N,103.88554909176139,1.3099969542952568,0.0051549890751031,375,Excellent,16,Zone 17,5.71,0.0,,,
