car_park_no,address,x_coord,y_coord,car_park_type,type_of_parking_system,short_term_parking,free_parking,night_parking,car_park_decks,gantry_height,car_park_basement,longitude,latitude,nearest_charger_distance_m,nearest_charger_idx,gap_category,index_right,area_name,priority_score,area_gap_rate,road_distance_m,nearest_charger_road_idx,road_path_coords
TP43,BLK 19 TO 23 LORONG 7 TOA PAYOH,30663.1798,35221.9322,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85724877971708,1.3348090482765809,0.005812442437325419,1867,Excellent,17,Zone 18,0.0,0.0,,,
TP48,BLK 8 LORONG 7 TOA PAYOH,30599.96,35527.39,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.85668073960237,1.3375715055634887,131.2506432709895,594,Good,17,Zone 18,6.68,0.0,363.0,594.0,"[(1.3378934, 103.855913), (1.3354155, 103.8580217)]"
TP49,BLK 4/5 LORONG 7 TOA PAYOH,30495.5625,35670.9258,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85574267886167,1.3388696011180514,50.49466958926454,2629,Excellent,17,Zone 18,2.57,0.0,265.0,2629.0,"[(1.338023, 103.8557811), (1.3397869, 103.856494)]"
TP50,BLK 1 TO 3 LORONG 7 TOA PAYOH,30349.5891,35671.9011,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.85443102196764,1.3388784330957721,0.004409239672517459,1306,Excellent,17,Zone 18,0.0,0.0,,,
TP52,BLK 210 TO 215 LORONG 8 TOA PAYOH,30361.63,35951.68,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.8545392383077,1.3414086530592122,0.006725277964641062,296,Excellent,17,Zone 18,0.0,0.0,,,
TP53,BLK 216 TO 221 LORONG 8 TOA PAYOH,30474.3865,36065.9505,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.85555243223635,1.3424420657666314,0.00521948660431923,1254,Excellent,17,Zone 18,0.0,0.0,,,
TP54,BLK 222 TO 224 LORONG 8 TOA PAYOH,30574.9288,35955.0251,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.85645585589943,1.341438887484936,0.00508846015983738,2756,Excellent,17,Zone 18,0.0,0.0,,,
TP60,BLK 236 TO 240 TOA PAYOH LORONG 1,30107.83,35814.16,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.85225868390958,1.340164989877938,0.002110043900588866,1250,Excellent,17,Zone 18,0.0,0.0,,,
TP61,BLK 190 TOA PAYOH CENTRAL MSCP,29669.5764,35018.5085,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,4,1.9,N,103.84832067140506,1.3329694275615094,0.00440840154195219,1093,Excellent,17,Zone 18,5.71,0.0,,,
TP62,BLK 199 TO 201 TOA PAYOH NORTH,29907.7722,35952.8982,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.85046105448858,1.3414197021702787,0.005057509048119431,1066,Excellent,17,Zone 18,0.0,0.0,,,
TP63,BLK 202 TO 204 TOA PAYOH NORTH,29748.8203,35990.7969,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.84903277871588,1.3417624541860327,0.00560734986311752,1051,Excellent,17,Zone 18,0.0,0.0,,,
TP64,BLK 199 & 203 TOA PAYOH NORTH,29813.3984,36054.5,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8496130554869,1.3423385585651624,0.006750280357704611,2372,Excellent,17,Zone 18,0.0,0.0,,,
TP65,BLK 62B LORONG 4 TOA PAYOH,29973.9188,35315.1935,SURFACE CAR PARK,COUPON PARKING,NO,NO,NO,0,4.5,N,103.85105537987411,1.335652523129743,94.87873626856432,2376,Excellent,17,Zone 18,4.83,0.0,407.1,94.0,"[(1.3345925, 103.8513242), (1.3344963, 103.8513468), (1.3344859, 103.8512728), (1.3345679, 103.8512437), (1.3375612, 103.8497874)]"
TP66,BLK 19 LORONG 6 TOA PAYOH,30567.354,35273.679,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.8563877342518,1.33527703622672,90.49945072552572,2628,Excellent,17,Zone 18,4.61,0.0,49.1,596.0,"[(1.3342992, 103.8564125), (1.3342337, 103.8564086), (1.33423, 103.8563089), (1.334204, 103.8560339)]"
TP67,BLK 25-27/257-259 KIM KEAT AVENUE,30647.8392,34994.1728,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.85711091585055,1.3327492745119436,0.003331629945291406,593,Excellent,17,Zone 18,0.0,0.0,,,
TP68,BLK 196 KIM KEAT AVENUE,30890.764,34815.7549,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.85929371591384,1.3311357042252492,82.04855173903837,98,Excellent,17,Zone 18,4.18,0.0,3527.7,98.0,"[(1.3303493, 103.8599468), (1.330721, 103.8620057), (1.3299185, 103.8644933), (1.3291629, 103.8664495), (1.3287866, 103.8677444), (1.3286753, 103.8680495), (1.3285763, 103.868267), (1.3284539, 103.8684917), (1.3279739, 103.8680073), (1.3281706, 103.8677575), (1.3290304, 103.8650095), (1.3293767, 103.8642381), (1.3301378, 103.862331), (1.3293556, 103.8584758), (1.3291122, 103.8574874), (1.3305215, 103.8550829), (1.3310326, 103.8548813), (1.3315932, 103.8547562), (1.3311844, 103.8550185), (1.3292644, 103.8568558), (1.3300601, 103.8594346)]"
TP7,BLK 100/103-106 LORONG 1 TOA PAYOH,29719.04,35774.23,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84876517259396,1.3398039017977645,0.003048609056653423,309,Excellent,17,Zone 18,0.0,0.0,,,
TP8,BLK 91-96/98/100 LORONG 3 TOA PAYOH,29684.0801,35728.6552,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.84845103464636,1.3393917414646108,0.005997785516969799,2523,Excellent,17,Zone 18,0.0,0.0,,,
TP8A,BLK 91-92 LOR 3/4 TOA PAYOH LORONG 3 TOA PAYOH,29791.3108,35569.197,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.8494145564817,1.3379496519642362,0.007194715601227257,2336,Excellent,17,Zone 18,0.0,0.0,,,
TRM,BLK 14A KAMPONG ARANG ROAD,33602.3061,31409.6032,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,2.15,N,103.88365782138288,1.3003313037311046,0.002409362469437957,24,Excellent,16,Zone 17,7.14,0.0,,,
TRS,BLK 14 KAMPONG ARANG ROAD,33581.4137,31444.7784,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.88347010008971,1.3006494194943568,40.99963006516428,24,Excellent,16,Zone 17,2.09,0.0,,,
TR1,BLK 102/107 TOWNER ROAD,31092.8691,33554.6172,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.8611096164489,1.3197304025188716,0.0018471107786323408,1636,Excellent,16,Zone 17,0.0,0.0,,,
TWCM,BLK 149 TOWNER ROAD,30894.0285,33393.6983,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,6,2.15,N,103.85932291527888,1.3182751284308722,0.0035826681100289324,2556,Excellent,16,Zone 17,8.57,0.0,,,
TWM1,BLK 154A JALAN TECK WHYE,19566.0155,40125.5448,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.0,N,103.75753302194023,1.3791544765788513,0.0035622600660590977,1596,Excellent,7,Zone 8,17.42,0.009375,,,
TWM2,BLK 158A JALAN TECK WHYE,19459.5932,40178.8656,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.75657672438598,1.3796366595380933,0.005243903703348966,866,Excellent,7,Zone 8,17.42,0.009375,,,
TWM3,BLK 160A JALAN TECK WHYE,19541.9487,40262.0437,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.75731672497628,1.3803889157456708,0.003277302746216173,1904,Excellent,8,Zone 9,17.14,0.0,,,
TWM4,BLK 165 TECK WHYE CRESCENT,19166.6753,40542.0167,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,10,2.15,N,103.7539445336796,1.3829207779958597,0.004465591523100405,620,Excellent,8,Zone 9,14.29,0.0,,,
TWM5,BLK 153 JALAN TECK WHYE,19687.1465,40113.8175,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,1,2.15,N,103.75862147578971,1.3790484537959018,0.005790070080325656,1558,Excellent,7,Zone 8,1.71,0.009375,,,
TWM6,BLK 161 JALAN TECK WHYE,19638.7886,40229.3595,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.75818691195653,1.380093359626029,0.004673899010585564,826,Excellent,8,Zone 9,17.14,0.0,,,
TW1,BLK 25/26 TECK WHYE LANE,19301.8301,39963.4141,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.75515917100017,1.3776881486417756,0.006285983954933337,1646,Excellent,7,Zone 8,0.28,0.009375,,,
TW2,BLK 15-20 TECK WHYE LANE,19225.6875,40080.8281,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.75447493964853,1.378749975150724,0.005193913049988752,894,Excellent,7,Zone 8,0.28,0.009375,,,
TW3,BLK 8/11 TECK WHYE LANE,19229.041,40255.5469,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.75450502128642,1.3803300689506635,0.004178635042082598,1635,Excellent,8,Zone 9,0.0,0.0,,,
TW4,BLK 1/7 TECK WHYE AVENUE,19072.5156,40448.2227,SURFACE CAR PARK,ELECTRONIC PARKING,NO,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.75309846721014,1.3820725108563843,0.003833978798242297,1717,Excellent,8,Zone 9,0.0,0.0,,,
TY1,BLK 1A TOH YI DRIVE,21441.5507,35689.479,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,8,1.9,N,103.77438705164927,1.3390367795721196,0.005826274830539135,515,Excellent,12,Zone 13,11.43,0.0,,,
TY2,BLK 1-19 TOH YI DRIVE,21359.8594,35627.5039,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,4.5,N,103.77365302105225,1.3384762811903597,0.003133662230177803,1664,Excellent,12,Zone 13,0.0,0.0,,,
TY3T,BLK 17/18 TOH YI DRIVE,21219.4283,35808.8247,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.77239112522118,1.3401160500047653,189.32715674008944,471,Good,12,Zone 13,9.64,0.0,226.8,471.0,"[(1.3405389, 103.7722883), (1.3386081, 103.7717274)]"
TY4,BLK 21 TOH YI DRIVE,21172.689,35626.0278,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,2.5,N,103.77197118619739,1.3384628901081859,0.0018849090949708284,471,Excellent,12,Zone 13,0.0,0.0,,,
T1,BLK 101/108 TAMPINES STREET 11,40645.1002,36633.3607,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.94694258680529,1.3475709576217372,0.004926721556220637,2458,Excellent,22,Zone 23,0.0,0.0,,,
T11,BLK 149/151 TAMPINES STREET 12,40241.5939,36993.2916,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.94331698509667,1.3508262061118326,0.0017879735901022672,465,Excellent,22,Zone 23,0.0,0.0,,,
T12,BLK 156/160 TAMPINES STREET 12,40513.9859,37022.0319,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.9457646070353,1.351086009942137,0.0013519302718491039,1355,Excellent,22,Zone 23,0.0,0.0,,,
T13,BLK 161/166 TAMPINES STREET 12,40511.1172,36794.0234,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.9457387352956,1.3490239873523138,0.004161750015293778,460,Excellent,22,Zone 23,0.0,0.0,,,
T15,BLK 201A/201C TAMPINES STREET 21,41292.6602,37256.6602,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.95276157879293,1.3532075642039425,61.78925262801743,2448,Excellent,22,Zone 23,3.14,0.0,,,
T16,BLK 202/205 TAMPINES STREET 21,41242.6367,37183.9531,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.95231205447486,1.3525500507189252,93.31942588972915,2448,Excellent,22,Zone 23,4.75,0.0,225.8,2448.0,"[(1.3520735, 103.9511161), (1.3537869, 103.9517614)]"
T17,BLK 201D/209/208A TAMPINES STREET 21,41349.1055,37121.3281,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.95326871485506,1.3519836463649741,0.005404211055131955,1230,Excellent,22,Zone 23,0.0,0.0,,,
T18,BLK 201E TAMPINES STREET 21,41423.7376,37254.2715,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.95393938972578,1.3531859030595268,152.81589568364274,1230,Good,22,Zone 23,7.78,0.0,73.2,2399.0,"[(1.3537505, 103.9539912), (1.3537633, 103.9533354)]"
WGL,BLK 781 TO 783 WOODLANDS AVENUE 9/CRESCENT/RISE,24755.5543,47642.245,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.80416399142067,1.4471338294946021,76.18064056280957,1879,Excellent,14,Zone 15,3.88,0.0,,,
T19,BLK 210/230 TAMPINES STREET 23,41357.6797,37403.3437,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.9533458846943,1.3545340856241253,0.002330815719702456,2399,Excellent,22,Zone 23,0.0,0.0,,,
T20,BLK 231/238 TAMPINES STREET 21,40691.5398,37589.1246,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.94736027787819,1.356214509440851,0.0026697845717710156,1231,Excellent,22,Zone 23,0.0,0.0,,,
T24,BLK 239/244 TAMPINES STREET 21,40682.5014,37392.3908,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.94727897895837,1.3544353263886084,0.0037463261367935846,1256,Excellent,22,Zone 23,0.0,0.0,,,
T25,BLK 245/248 TAMPINES STREET 21,40663.4797,37197.2727,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.94710797478446,1.3526707593180312,0.005312769073482531,461,Excellent,22,Zone 23,0.0,0.0,,,
T26,BLK 249/266 TAMPINES STREET 21,40884.9727,37147.543,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.94909820583877,1.3522209278111617,0.003154337915679569,437,Excellent,22,Zone 23,0.0,0.0,,,
T27,BLK 251/253 TAMPINES STREET 21,40784.043,37234.2773,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.94819132677448,1.3530053637216,0.005004850397829871,1257,Excellent,22,Zone 23,0.0,0.0,,,
T28,BLK 257/260 TAMPINES STREET 21,40918.3711,37369.6133,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.94939840662852,1.354229234006053,0.0038457115897876574,470,Excellent,22,Zone 23,0.0,0.0,,,
T29,BLK 255/264 TAMPINES STREET 21,41092.9461,37347.4683,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.95096706281251,1.3540288868380261,0.004378731233317728,1260,Excellent,22,Zone 23,0.0,0.0,,,
T3,BLK 109/114 TAMPINES STREET 11,40700.7059,36530.5002,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.94744219430441,1.346640702174156,30.547193112194645,1318,Excellent,22,Zone 23,1.55,0.0,,,
T30,BLK 267/271 TAMPINES STREET 21,40920.2995,37019.6152,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.94941558410127,1.351063981435955,0.002713020485011721,1261,Excellent,22,Zone 23,0.0,0.0,,,
T31,BLK 268-270 TAMPINES STREET 21,40760.3906,37026.1929,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.94797870694161,1.3511235363506409,0.00410783266898801,1304,Excellent,22,Zone 23,0.0,0.0,,,
T32,BLK 272-275 TAMPINES STREET 22,41035.0411,36785.1588,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.95044650654371,1.3489435958045213,0.0008628223971495218,406,Excellent,22,Zone 23,0.0,0.0,,,
T33,BLK 276/282 TAMPINES STREET 22,41243.9538,36627.3316,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.95232364470965,1.3475161741738964,0.005731234885153022,405,Excellent,22,Zone 23,0.0,0.0,,,
T34,BLK 283/286 TAMPINES STREET 22,41284.2492,36781.636,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.9526857910774,1.3489116274391861,0.0032027331506720214,2330,Excellent,22,Zone 23,0.0,0.0,,,
T35,BLK 287/298/299A/299B TAMPINES STREET 22,41456.957,36778.5156,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.95423767399994,1.3488833306241554,0.004459163854698658,478,Excellent,22,Zone 23,0.0,0.0,,,
T37,"BLK 801, 820, 897/898 TAMPINES AVENUE 4/STREET 81",39468.8647,36543.2578,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.93637336474596,1.3467565733129754,0.00490796274351572,1329,Excellent,22,Zone 23,0.0,0.0,,,
T38,"BLK 902-916, 942-946 TAMPINES STREET 91",39932.1232,36937.4179,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.9405361777492,1.3503210301814026,0.004162152555202448,538,Excellent,22,Zone 23,0.0,0.0,,,
T39,BLK 921-941 TAMPINES STREET 91,39926.9824,36424.8207,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.94048978184543,1.3456852935378616,0.002139012031165118,1278,Excellent,22,Zone 23,0.0,0.0,,,
T4,BLK 124/127 TAMPINES STREET 11,40964.6909,36395.5354,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.94981419991491,1.3454200181193685,0.0020112720774475394,1330,Excellent,22,Zone 23,0.0,0.0,,,
T41,BLK 821/829 TAMPINES STREET 81,39350.702,36706.421,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.93531166289047,1.3482322058800873,0.0041705472974952985,2439,Excellent,22,Zone 23,0.0,0.0,,,
T42,BLK 824/827 TAMPINES STREET 81,39062.7271,36823.2135,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.93272407564686,1.3492885418065712,0.00537045590648446,503,Excellent,22,Zone 23,0.0,0.0,,,
T43,BLK 831/841 TAMPINES STREET 83,39241.8985,37029.2046,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.93433411754452,1.3511513824159778,0.002757200899681259,2347,Excellent,22,Zone 23,0.0,0.0,,,
T44,BLK 830/840 TAMPINES STREET 82,39357.5533,36980.6496,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.93537332934645,1.3507122252686137,0.004298606102454322,456,Excellent,22,Zone 23,0.0,0.0,,,
T45,BLK 843/855 TAMPINES STREET 83,39338.9023,37240.9629,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.93520583669421,1.3530664094691636,0.004206489384671834,1357,Excellent,22,Zone 23,0.0,0.0,,,
T46,BLK 842/856 TAMPINES STREET 82,39486.3058,37178.0754,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.9365303255465,1.3524976218939686,0.003734567634364932,1327,Excellent,22,Zone 23,0.0,0.0,,,
T47,BLK 857/864 TAMPINES STREET 83/AVENUE 5,39527.3164,37445.0986,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.93689893386795,1.354912464910644,0.005413228656642749,488,Excellent,22,Zone 23,0.0,0.0,,,
T47A,BLK 864B TAMPINES STREET 83,39328.7136,37444.6416,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.9,N,103.9351143616564,1.354908408076639,0.0043495343693055405,1222,Excellent,22,Zone 23,7.14,0.0,,,
T47L,BLK 519 TAMPINES CENTRAL 8,39821.519,37570.2027,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.93954257981135,1.3560437447214972,100.31027914277949,366,Good,22,Zone 23,5.1,0.0,194.3,366.0,"[(1.3558549, 103.9399229), (1.3571294, 103.9409122)]"
T48,BLK 865/874A TAMPINES STREET 83/84,39076.7194,37331.671,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.93284999223344,1.3538868383953737,0.0043482033341202785,1288,Excellent,22,Zone 23,0.0,0.0,,,
T49,BLK 875/886A TAMPINES STREET 84 /AVENUE 8,38918.6987,37122.0189,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.93143000035806,1.3519908804356837,0.002172002779203802,2637,Excellent,22,Zone 23,0.0,0.0,,,
T49A,BLK 882A TAMPINES STREET 83,39139.9893,37058.3736,MULTI-STOREY CAR PARK,COUPON PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,5,1.8,N,103.93341841093547,1.351415214205708,0.00198992653454231,1346,Excellent,22,Zone 23,7.14,0.0,,,
T50,BLK 887-889 TAMPINES STREET 81/AVENUE 3,38870.9497,36981.7596,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,4.5,N,103.93100089511255,1.350722444483305,0.004967360544610903,480,Excellent,22,Zone 23,0.0,0.0,,,
T51,BLK 894-896 TAMPINES STREET 81,38948.9356,36763.5017,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,SUN & PH FR 7AM-10.30PM,NO,0,0.0,N,103.93170156744084,1.348748572139395,0.004756595464919267,2568,Excellent,22,Zone 23,0.0,0.0,,,
T54,BLK 513 TAMPINES CENTRAL 1,40286.9005,37300.6184,SURFACE CAR PARK,COUPON PARKING,WHOLE DAY,NO,YES,0,4.5,N,103.94372421839103,1.3536055365743227,0.004544105611383507,2348,Excellent,22,Zone 23,0.0,0.0,,,
T55,BLK 501/508 TAMPINES CENTRAL 1,40456.9061,37597.9862,SURFACE CAR PARK,ELECTRONIC PARKING,NO,NO,NO,0,0.0,N,103.94525194863836,1.35629474946784,146.11670183370728,2441,Good,22,Zone 23,7.44,0.0,15.2,1294.0,"[(1.3566594, 103.9462362), (1.3567963, 103.946241)]"
T56,BLK 827A TAMPINES STREET 81,39079.6727,36911.3845,SURFACE CAR PARK,COUPON PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.93287637468974,1.3500859214996381,0.0036862088027919473,487,Excellent,22,Zone 23,0.0,0.0,,,
T57,BLK 885A TAMPINES STREET 83,39101.1472,36984.4555,SURFACE CAR PARK,ELECTRONIC PARKING,7AM-10.30PM,NO,NO,0,0.0,N,103.93306936325611,1.3507467406692855,76.41648325186277,487,Excellent,22,Zone 23,3.89,0.0,8.7,487.0,"[(1.3502483, 103.9332448), (1.3501759, 103.9332155)]"
T58,BLK 872A TAMPINES STREET 86,38884.7143,37492.6034,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,NO,YES,0,0.0,N,103.93112476356961,1.3553423222406014,0.004737786199154387,2645,Excellent,22,Zone 23,0.0,0.0,,,
T7,BLK 136/138 TAMPINES STREET 11,40518.5548,36401.0077,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,0.0,N,103.9458054036719,1.3454696968380206,0.0005378744794028416,2379,Excellent,22,Zone 23,0.0,0.0,,,
T7A,BLK 136A TAMPINES STREET 11,40498.7308,36344.861,MULTI-STOREY CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,12,2.15,N,103.94562724999795,1.344961935269825,0.006791672336598315,2421,Excellent,22,Zone 23,17.14,0.0,,,
T72,BLK 401/417 TAMPINES STREET 41,40496.7609,37796.9601,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.94561015235311,1.3580941783804652,0.005807783349342153,1294,Excellent,22,Zone 23,0.0,0.0,,,
T73,BLK 418/424 TAMPINES STREET 41,40642.7732,37796.0139,SURFACE CAR PARK,ELECTRONIC PARKING,WHOLE DAY,SUN & PH FR 7AM-10.30PM,YES,0,4.5,N,103.94692216628528,1.35808555961423,0.005839584591330774,509,Excellent,22,Zone 23,0.0,0.0,,,
